"filename", "language", "PHP", "JavaScript", "Markdown", "JSON", "CSS", "TypeScript", "XML", "comment", "blank", "total"
"c:\xampp\htdocs\Blockimino\Bloques\Setup\pinMode.js", "JavaScript", 0, 48, 0, 0, 0, 0, 0, 0, 11, 59
"c:\xampp\htdocs\Blockimino\Bloques\Setup\serial_begin.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 3, 1, 32
"c:\xampp\htdocs\Blockimino\Bloques\Teclado\Teclado_include.js", "JavaScript", 0, 154, 0, 0, 0, 0, 0, 9, 20, 183
"c:\xampp\htdocs\Blockimino\Bloques\Teclado\Teclado_read.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 1, 2, 19
"c:\xampp\htdocs\Blockimino\Bloques\Teclado\Teclado_val.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 1, 2, 18
"c:\xampp\htdocs\Blockimino\Bloques\Tiempo\delay.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 1, 4, 24
"c:\xampp\htdocs\Blockimino\Bloques\Tiempo\delayMicroseconds.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 1, 3, 23
"c:\xampp\htdocs\Blockimino\Bloques\Tiempo\micros.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 1, 3, 23
"c:\xampp\htdocs\Blockimino\Bloques\Tiempo\milis.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 1, 4, 24
"c:\xampp\htdocs\Blockimino\Bloques\Variables\bool.js", "JavaScript", 0, 77, 0, 0, 0, 0, 0, 51, 28, 156
"c:\xampp\htdocs\Blockimino\Bloques\Variables\bool_value.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 2, 18
"c:\xampp\htdocs\Blockimino\Bloques\Variables\char.js", "JavaScript", 0, 77, 0, 0, 0, 0, 0, 2, 24, 103
"c:\xampp\htdocs\Blockimino\Bloques\Variables\char_value.js", "JavaScript", 0, 24, 0, 0, 0, 0, 0, 1, 4, 29
"c:\xampp\htdocs\Blockimino\Bloques\Variables\double.js", "JavaScript", 0, 77, 0, 0, 0, 0, 0, 2, 24, 103
"c:\xampp\htdocs\Blockimino\Bloques\Variables\double_value.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"c:\xampp\htdocs\Blockimino\Bloques\Variables\float.js", "JavaScript", 0, 77, 0, 0, 0, 0, 0, 2, 25, 104
"c:\xampp\htdocs\Blockimino\Bloques\Variables\float_value.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"c:\xampp\htdocs\Blockimino\Bloques\Variables\int.js", "JavaScript", 0, 77, 0, 0, 0, 0, 0, 2, 24, 103
"c:\xampp\htdocs\Blockimino\Bloques\Variables\int_value.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 2, 18
"c:\xampp\htdocs\Blockimino\Bloques\Variables\long.js", "JavaScript", 0, 77, 0, 0, 0, 0, 0, 2, 24, 103
"c:\xampp\htdocs\Blockimino\Bloques\Variables\long_value.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"c:\xampp\htdocs\Blockimino\Bloques\Variables\short.js", "JavaScript", 0, 77, 0, 0, 0, 0, 0, 2, 24, 103
"c:\xampp\htdocs\Blockimino\Bloques\Variables\short_value.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 4, 20
"c:\xampp\htdocs\Blockimino\Bloques\Variables\string.js", "JavaScript", 0, 77, 0, 0, 0, 0, 0, 2, 24, 103
"c:\xampp\htdocs\Blockimino\Bloques\Variables\string_value.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 0, 3, 20
"c:\xampp\htdocs\Blockimino\Bloques\Variables\variables.js", "JavaScript", 0, 645, 0, 0, 0, 0, 0, 90, 97, 832
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Analogico\analogRead.js", "JavaScript", 0, 36, 0, 0, 0, 0, 0, 0, 7, 43
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Analogico\analogReference.js", "JavaScript", 0, 23, 0, 0, 0, 0, 0, 0, 2, 25
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Analogico\analogWrite.js", "JavaScript", 0, 80, 0, 0, 0, 0, 0, 0, 7, 87
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Digital\digitalRead.js", "JavaScript", 0, 34, 0, 0, 0, 0, 0, 0, 10, 44
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Digital\digitalWrite.js", "JavaScript", 0, 48, 0, 0, 0, 0, 0, 0, 12, 60
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\EstructurasDeControl\arduino_case.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 12, 6, 40
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\EstructurasDeControl\arduino_dowhile.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 15, 5, 51
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\EstructurasDeControl\arduino_for.js", "JavaScript", 0, 48, 0, 0, 0, 0, 0, 19, 9, 76
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\EstructurasDeControl\arduino_if.js", "JavaScript", 0, 30, 0, 0, 0, 0, 0, 16, 6, 52
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\EstructurasDeControl\arduino_ifelse.js", "JavaScript", 0, 39, 0, 0, 0, 0, 0, 18, 9, 66
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\EstructurasDeControl\arduino_switch.js", "JavaScript", 0, 30, 0, 0, 0, 0, 0, 13, 4, 47
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\EstructurasDeControl\arduino_while.js", "JavaScript", 0, 30, 0, 0, 0, 0, 0, 15, 4, 49
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Funciones\function.js", "JavaScript", 0, 137, 0, 0, 0, 0, 0, 5, 35, 177
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Funciones\group_block.js", "JavaScript", 0, 13, 0, 0, 0, 0, 0, 10, 3, 26
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Funciones\interruption.js", "JavaScript", 0, 48, 0, 0, 0, 0, 0, 2, 11, 61
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Funciones\simple_text.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 1, 4, 19
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\LCD\lcd_autoscroll.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 1, 2, 20
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\LCD\lcd_blink.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 1, 2, 20
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\LCD\lcd_clear.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 1, 2, 20
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\LCD\lcd_cursor.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 1, 2, 20
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\LCD\lcd_display.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 1, 2, 20
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\LCD\lcd_home.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 1, 2, 20
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\LCD\lcd_leftRight.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 1, 2, 20
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\LCD\lcd_noAutoscroll.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 1, 2, 20
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\LCD\lcd_noBlink.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 1, 2, 20
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\LCD\lcd_noCursor.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 1, 2, 20
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\LCD\lcd_noDisplay.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 1, 2, 20
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\LCD\lcd_print.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 1, 2, 22
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\LCD\lcd_rightLeft.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 1, 2, 20
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\LCD\lcd_scrollLeft.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 1, 2, 20
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\LCD\lcd_scrollRight.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 1, 2, 20
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\LCD\lcd_setCursor.js", "JavaScript", 0, 24, 0, 0, 0, 0, 0, 5, 2, 31
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\LCD\lcd_write.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 7, 3, 29
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Matematicas\abs.js", "JavaScript", 0, 21, 0, 0, 0, 0, 0, 2, 3, 26
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Matematicas\constrain.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 2, 3, 36
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Matematicas\map.js", "JavaScript", 0, 41, 0, 0, 0, 0, 0, 2, 3, 46
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Matematicas\max.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 2, 3, 31
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Matematicas\min.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 2, 3, 31
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Matematicas\pow.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 0, 2, 28
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Matematicas\random.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 2, 2, 30
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Matematicas\sq.js", "JavaScript", 0, 21, 0, 0, 0, 0, 0, 2, 2, 25
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Matematicas\sqrt.js", "JavaScript", 0, 21, 0, 0, 0, 0, 0, 2, 2, 25
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Operadores\arithmetic_operator.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 0, 3, 31
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Operadores\boolean_operator.js", "JavaScript", 0, 39, 0, 0, 0, 0, 0, 0, 4, 43
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Operadores\comparison_operator.js", "JavaScript", 0, 29, 0, 0, 0, 0, 0, 0, 3, 32
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Operadores\updater_operator.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 0, 5, 27
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Sensores\HC04_begin.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 6, 7, 39
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Sensores\HC04_dist.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 2, 18
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Sensores\HC04_include.js", "JavaScript", 0, 73, 0, 0, 0, 0, 0, 6, 11, 90
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Sensores\HC04_loop.js", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 2, 7, 34
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Sensores\LDR_include.js", "JavaScript", 0, 69, 0, 0, 0, 0, 0, 13, 17, 99
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Sensores\LDR_loop.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 2, 3, 21
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Sensores\LDR_value.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 1, 2, 18
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Serial\serial_available.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 1, 4, 21
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Serial\serial_end.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 1, 17
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Serial\serial_flush.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 1, 17
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Serial\serial_print.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 1, 20
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Serial\serial_println.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 1, 20
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Serial\serial_read.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Serial\serial_write.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 1, 20
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Setup\define.js", "JavaScript", 0, 136, 0, 0, 0, 0, 0, 3, 34, 173
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Setup\define_value.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Setup\include.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 1, 5, 32
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Setup\includeLCD.js", "JavaScript", 0, 153, 0, 0, 0, 0, 0, 35, 22, 210
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Setup\lcd_begin.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 4, 1, 33
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Setup\pinMode.js", "JavaScript", 0, 50, 0, 0, 0, 0, 0, 0, 11, 61
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Setup\serial_begin.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 3, 1, 32
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Teclado\Teclado_include.js", "JavaScript", 0, 154, 0, 0, 0, 0, 0, 9, 20, 183
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Teclado\Teclado_read.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 1, 2, 19
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Teclado\Teclado_val.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 1, 2, 18
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Tiempo\delay.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 1, 4, 24
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Tiempo\delayMicroseconds.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 1, 3, 23
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Tiempo\micros.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 1, 3, 23
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Tiempo\milis.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 1, 4, 24
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Variables\bool.js", "JavaScript", 0, 77, 0, 0, 0, 0, 0, 51, 28, 156
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Variables\bool_value.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 2, 18
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Variables\char.js", "JavaScript", 0, 77, 0, 0, 0, 0, 0, 2, 24, 103
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Variables\char_value.js", "JavaScript", 0, 24, 0, 0, 0, 0, 0, 1, 4, 29
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Variables\double.js", "JavaScript", 0, 77, 0, 0, 0, 0, 0, 2, 24, 103
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Variables\double_value.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Variables\float.js", "JavaScript", 0, 77, 0, 0, 0, 0, 0, 2, 25, 104
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Variables\float_value.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Variables\int.js", "JavaScript", 0, 77, 0, 0, 0, 0, 0, 2, 24, 103
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Variables\int_value.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 2, 18
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Variables\long.js", "JavaScript", 0, 77, 0, 0, 0, 0, 0, 2, 24, 103
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Variables\long_value.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Variables\short.js", "JavaScript", 0, 77, 0, 0, 0, 0, 0, 2, 24, 103
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Variables\short_value.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 4, 20
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Variables\string.js", "JavaScript", 0, 77, 0, 0, 0, 0, 0, 2, 24, 103
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Variables\string_value.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 0, 3, 20
"c:\xampp\htdocs\Blockimino\EasyVersion\Bloques\Variables\variables.js", "JavaScript", 0, 645, 0, 0, 0, 0, 0, 90, 97, 832
"c:\xampp\htdocs\Blockimino\EasyVersion\EasyVersionBlockArena.php", "PHP", 521, 0, 0, 0, 0, 0, 0, 25, 46, 592
"c:\xampp\htdocs\Blockimino\EasyVersion\scripts.js", "JavaScript", 0, 277, 0, 0, 0, 0, 0, 27, 103, 407
"c:\xampp\htdocs\Blockimino\Libraries\BlocklyStyles.css", "CSS", 0, 0, 0, 0, 53, 0, 0, 6, 17, 76
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\README.md", "Markdown", 0, 0, 50, 0, 0, 0, 0, 0, 28, 78
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\blockly.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 9, 3, 23
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\blockly.min.js", "JavaScript", 0, 2560, 0, 0, 0, 0, 0, 20, 17, 2597
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\blockly_compressed.js", "JavaScript", 0, 1583, 0, 0, 0, 0, 0, 7, 4, 1594
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\blocks.d.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 5, 3, 18
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\blocks.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 9, 3, 23
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\blocks_compressed.js", "JavaScript", 0, 224, 0, 0, 0, 0, 0, 3, 4, 231
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\browser.js", "JavaScript", 0, 13, 0, 0, 0, 0, 0, 13, 5, 31
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\closure\goog\base.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 0, 2
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\closure\goog\base_minimal.d.ts", "TypeScript", 0, 0, 0, 0, 0, 2, 0, 17, 0, 19
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\closure\goog\goog.d.ts", "TypeScript", 0, 0, 0, 0, 0, 2, 0, 24, 0, 26
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core-browser.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 11, 5, 28
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 5, 2, 8
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 13, 6, 28
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\any_aliases.d.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 1, 0, 2
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\block.d.ts", "TypeScript", 0, 0, 0, 0, 0, 171, 0, 713, 0, 884
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\block_animations.d.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 33, 0, 38
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\block_drag_surface.d.ts", "TypeScript", 0, 0, 0, 0, 0, 22, 0, 113, 0, 135
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\block_dragger.d.ts", "TypeScript", 0, 0, 0, 0, 0, 41, 0, 117, 0, 158
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\block_svg.d.ts", "TypeScript", 0, 0, 0, 0, 0, 129, 0, 533, 0, 662
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\blockly.d.ts", "TypeScript", 0, 0, 0, 0, 0, 324, 0, 232, 0, 556
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\blockly_options.d.ts", "TypeScript", 0, 0, 0, 0, 0, 61, 0, 11, 0, 72
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\blocks.d.ts", "TypeScript", 0, 0, 0, 0, 0, 4, 0, 15, 0, 19
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\browser_events.d.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 81, 0, 92
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\bubble.d.ts", "TypeScript", 0, 0, 0, 0, 0, 68, 0, 241, 0, 309
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\bubble_dragger.d.ts", "TypeScript", 0, 0, 0, 0, 0, 19, 0, 61, 0, 80
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\bump_objects.d.ts", "TypeScript", 0, 0, 0, 0, 0, 9, 0, 29, 0, 38
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\clipboard.d.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 35, 0, 46
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\comment.d.ts", "TypeScript", 0, 0, 0, 0, 0, 32, 0, 87, 0, 119
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\common.d.ts", "TypeScript", 0, 0, 0, 0, 0, 33, 0, 122, 0, 155
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\component_manager.d.ts", "TypeScript", 0, 0, 0, 0, 0, 35, 0, 66, 0, 101
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\config.d.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 14, 0, 24
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\connection.d.ts", "TypeScript", 0, 0, 0, 0, 0, 54, 0, 208, 0, 262
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\connection_checker.d.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 75, 0, 87
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\connection_db.d.ts", "TypeScript", 0, 0, 0, 0, 0, 19, 0, 83, 0, 102
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\connection_type.d.ts", "TypeScript", 0, 0, 0, 0, 0, 6, 0, 11, 0, 17
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\constants.d.ts", "TypeScript", 0, 0, 0, 0, 0, 2, 0, 16, 0, 18
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\contextmenu.d.ts", "TypeScript", 0, 0, 0, 0, 0, 13, 0, 77, 0, 90
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\contextmenu_items.d.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 78, 0, 92
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\contextmenu_registry.d.ts", "TypeScript", 0, 0, 0, 0, 0, 48, 0, 62, 0, 110
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\css.d.ts", "TypeScript", 0, 0, 0, 0, 0, 2, 0, 25, 0, 27
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\delete_area.d.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 41, 0, 51
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\dialog.d.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 57, 0, 68
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\drag_target.d.ts", "TypeScript", 0, 0, 0, 0, 0, 13, 0, 58, 0, 71
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\dropdowndiv.d.ts", "TypeScript", 0, 0, 0, 0, 0, 47, 0, 144, 0, 191
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events.d.ts", "TypeScript", 0, 0, 0, 0, 0, 143, 0, 6, 0, 149
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_abstract.d.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 55, 0, 75
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_block_base.d.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 34, 0, 48
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_block_change.d.ts", "TypeScript", 0, 0, 0, 0, 0, 24, 0, 55, 0, 79
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_block_create.d.ts", "TypeScript", 0, 0, 0, 0, 0, 21, 0, 36, 0, 57
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_block_delete.d.ts", "TypeScript", 0, 0, 0, 0, 0, 23, 0, 36, 0, 59
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_block_drag.d.ts", "TypeScript", 0, 0, 0, 0, 0, 19, 0, 38, 0, 57
