"filename", "language", "PHP", "JavaScript", "Markdown", "JSON", "CSS", "TypeScript", "XML", "comment", "blank", "total"
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_block_move.d.ts", "TypeScript", 0, 0, 0, 0, 0, 30, 0, 48, 0, 78
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_bubble_open.d.ts", "TypeScript", 0, 0, 0, 0, 0, 24, 0, 37, 0, 61
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_click.d.ts", "TypeScript", 0, 0, 0, 0, 0, 22, 0, 39, 0, 61
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_comment_base.d.ts", "TypeScript", 0, 0, 0, 0, 0, 17, 0, 40, 0, 57
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_comment_change.d.ts", "TypeScript", 0, 0, 0, 0, 0, 18, 0, 46, 0, 64
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_comment_create.d.ts", "TypeScript", 0, 0, 0, 0, 0, 15, 0, 39, 0, 54
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_comment_delete.d.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 34, 0, 48
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_comment_move.d.ts", "TypeScript", 0, 0, 0, 0, 0, 22, 0, 55, 0, 77
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_marker_move.d.ts", "TypeScript", 0, 0, 0, 0, 0, 22, 0, 40, 0, 62
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_procedure_base.d.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 14, 0, 26
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_procedure_change_return.d.ts", "TypeScript", 0, 0, 0, 0, 0, 15, 0, 25, 0, 40
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_procedure_create.d.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 20, 0, 34
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_procedure_delete.d.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 20, 0, 32
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_procedure_enable.d.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 20, 0, 34
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_procedure_parameter_base.d.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 14, 0, 26
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_procedure_parameter_create.d.ts", "TypeScript", 0, 0, 0, 0, 0, 18, 0, 24, 0, 42
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_procedure_parameter_delete.d.ts", "TypeScript", 0, 0, 0, 0, 0, 16, 0, 25, 0, 41
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_procedure_parameter_rename.d.ts", "TypeScript", 0, 0, 0, 0, 0, 16, 0, 20, 0, 36
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_procedure_rename.d.ts", "TypeScript", 0, 0, 0, 0, 0, 15, 0, 20, 0, 35
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_selected.d.ts", "TypeScript", 0, 0, 0, 0, 0, 16, 0, 38, 0, 54
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_theme_change.d.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 35, 0, 49
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_toolbox_item_select.d.ts", "TypeScript", 0, 0, 0, 0, 0, 16, 0, 38, 0, 54
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_trashcan_open.d.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 36, 0, 50
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_ui.d.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 29, 0, 41
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_ui_base.d.ts", "TypeScript", 0, 0, 0, 0, 0, 8, 0, 20, 0, 28
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_var_base.d.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 34, 0, 48
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_var_create.d.ts", "TypeScript", 0, 0, 0, 0, 0, 17, 0, 38, 0, 55
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_var_delete.d.ts", "TypeScript", 0, 0, 0, 0, 0, 17, 0, 38, 0, 55
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_var_rename.d.ts", "TypeScript", 0, 0, 0, 0, 0, 17, 0, 39, 0, 56
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\events_viewport.d.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 41, 0, 61
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\utils.d.ts", "TypeScript", 0, 0, 0, 0, 0, 67, 0, 264, 0, 331
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\events\workspace_events.d.ts", "TypeScript", 0, 0, 0, 0, 0, 13, 0, 28, 0, 41
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\extensions.d.ts", "TypeScript", 0, 0, 0, 0, 0, 15, 0, 102, 0, 117
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\field.d.ts", "TypeScript", 0, 0, 0, 0, 0, 118, 0, 520, 0, 638
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\field_angle.d.ts", "TypeScript", 0, 0, 0, 0, 0, 52, 0, 148, 0, 200
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\field_checkbox.d.ts", "TypeScript", 0, 0, 0, 0, 0, 32, 0, 106, 0, 138
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\field_colour.d.ts", "TypeScript", 0, 0, 0, 0, 0, 54, 0, 163, 0, 217
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\field_dropdown.d.ts", "TypeScript", 0, 0, 0, 0, 0, 59, 0, 179, 0, 238
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\field_image.d.ts", "TypeScript", 0, 0, 0, 0, 0, 36, 0, 109, 0, 145
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\field_input.d.ts", "TypeScript", 0, 0, 0, 0, 0, 50, 0, 179, 0, 229
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\field_label.d.ts", "TypeScript", 0, 0, 0, 0, 0, 18, 0, 59, 0, 77
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\field_label_serializable.d.ts", "TypeScript", 0, 0, 0, 0, 0, 7, 0, 38, 0, 45
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\field_multilineinput.d.ts", "TypeScript", 0, 0, 0, 0, 0, 31, 0, 131, 0, 162
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\field_number.d.ts", "TypeScript", 0, 0, 0, 0, 0, 34, 0, 141, 0, 175
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\field_registry.d.ts", "TypeScript", 0, 0, 0, 0, 0, 13, 0, 41, 0, 54
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\field_textinput.d.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 32, 0, 44
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\field_variable.d.ts", "TypeScript", 0, 0, 0, 0, 0, 49, 0, 192, 0, 241
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\flyout_base.d.ts", "TypeScript", 0, 0, 0, 0, 0, 104, 0, 400, 0, 504
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\flyout_button.d.ts", "TypeScript", 0, 0, 0, 0, 0, 31, 0, 57, 0, 88
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\flyout_horizontal.d.ts", "TypeScript", 0, 0, 0, 0, 0, 22, 0, 68, 0, 90
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\flyout_metrics_manager.d.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 23, 0, 43
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\flyout_vertical.d.ts", "TypeScript", 0, 0, 0, 0, 0, 22, 0, 69, 0, 91
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\generator.d.ts", "TypeScript", 0, 0, 0, 0, 0, 38, 0, 186, 0, 224
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\gesture.d.ts", "TypeScript", 0, 0, 0, 0, 0, 89, 0, 379, 0, 468
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\grid.d.ts", "TypeScript", 0, 0, 0, 0, 0, 17, 0, 70, 0, 87
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\icon.d.ts", "TypeScript", 0, 0, 0, 0, 0, 26, 0, 65, 0, 91
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\inject.d.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 14, 0, 17
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\input.d.ts", "TypeScript", 0, 0, 0, 0, 0, 37, 0, 107, 0, 144
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\input_types.d.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 11, 0, 16
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\insertion_marker_manager.d.ts", "TypeScript", 0, 0, 0, 0, 0, 48, 0, 199, 0, 247
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_ast_node_location.d.ts", "TypeScript", 0, 0, 0, 0, 0, 2, 0, 11, 0, 13
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_ast_node_location_svg.d.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 21, 0, 26
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_ast_node_location_with_block.d.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 16, 0, 21
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_autohideable.d.ts", "TypeScript", 0, 0, 0, 0, 0, 4, 0, 17, 0, 21
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_block_dragger.d.ts", "TypeScript", 0, 0, 0, 0, 0, 9, 0, 40, 0, 49
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_bounded_element.d.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 23, 0, 28
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_bubble.d.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 54, 0, 68
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_collapsible_toolbox_item.d.ts", "TypeScript", 0, 0, 0, 0, 0, 7, 0, 23, 0, 30
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_component.d.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 16, 0, 19
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_connection_checker.d.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 67, 0, 77
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_contextmenu.d.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 12, 0, 15
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_copyable.d.ts", "TypeScript", 0, 0, 0, 0, 0, 13, 0, 13, 0, 26
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_deletable.d.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 16, 0, 19
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_delete_area.d.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 23, 0, 28
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_drag_target.d.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 50, 0, 61
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_draggable.d.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 11, 0, 14
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_flyout.d.ts", "TypeScript", 0, 0, 0, 0, 0, 34, 0, 116, 0, 150
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_keyboard_accessible.d.ts", "TypeScript", 0, 0, 0, 0, 0, 4, 0, 17, 0, 21
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_metrics_manager.d.ts", "TypeScript", 0, 0, 0, 0, 0, 15, 0, 114, 0, 129
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_movable.d.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 16, 0, 19
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_observable.d.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 16, 0, 21
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_parameter_model.d.ts", "TypeScript", 0, 0, 0, 0, 0, 9, 0, 28, 0, 37
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_positionable.d.ts", "TypeScript", 0, 0, 0, 0, 0, 7, 0, 24, 0, 31
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_procedure_block.d.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 8, 0, 13
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_procedure_map.d.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 11, 0, 16
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_procedure_model.d.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 43, 0, 57
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_registrable.d.ts", "TypeScript", 0, 0, 0, 0, 0, 2, 0, 11, 0, 13
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_selectable.d.ts", "TypeScript", 0, 0, 0, 0, 0, 7, 0, 13, 0, 20
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_selectable_toolbox_item.d.ts", "TypeScript", 0, 0, 0, 0, 0, 9, 0, 40, 0, 49
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_serializer.d.ts", "TypeScript", 0, 0, 0, 0, 0, 7, 0, 40, 0, 47
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_styleable.d.ts", "TypeScript", 0, 0, 0, 0, 0, 4, 0, 21, 0, 25
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_toolbox.d.ts", "TypeScript", 0, 0, 0, 0, 0, 23, 0, 73, 0, 96
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\interfaces\i_toolbox_item.d.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 60, 0, 72
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\internal_constants.d.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 41, 0, 46
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\keyboard_nav\ast_node.d.ts", "TypeScript", 0, 0, 0, 0, 0, 58, 0, 208, 0, 266
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\keyboard_nav\basic_cursor.d.ts", "TypeScript", 0, 0, 0, 0, 0, 15, 0, 84, 0, 99
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\keyboard_nav\cursor.d.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 37, 0, 47
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\keyboard_nav\marker.d.ts", "TypeScript", 0, 0, 0, 0, 0, 16, 0, 49, 0, 65
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\keyboard_nav\tab_navigate_cursor.d.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 17, 0, 22
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\main.d.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 1, 0, 12
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\marker_manager.d.ts", "TypeScript", 0, 0, 0, 0, 0, 21, 0, 75, 0, 96
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\menu.d.ts", "TypeScript", 0, 0, 0, 0, 0, 37, 0, 131, 0, 168
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\menuitem.d.ts", "TypeScript", 0, 0, 0, 0, 0, 28, 0, 105, 0, 133
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\metrics_manager.d.ts", "TypeScript", 0, 0, 0, 0, 0, 62, 0, 154, 0, 216
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\msg.d.ts", "TypeScript", 0, 0, 0, 0, 0, 6, 0, 18, 0, 24
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\mutator.d.ts", "TypeScript", 0, 0, 0, 0, 0, 36, 0, 108, 0, 144
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\names.d.ts", "TypeScript", 0, 0, 0, 0, 0, 30, 0, 106, 0, 136
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\options.d.ts", "TypeScript", 0, 0, 0, 0, 0, 81, 0, 63, 0, 144
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\positionable_helpers.d.ts", "TypeScript", 0, 0, 0, 0, 0, 23, 0, 73, 0, 96
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\procedures.d.ts", "TypeScript", 0, 0, 0, 0, 0, 30, 0, 99, 0, 129
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\procedures\observable_parameter_model.d.ts", "TypeScript", 0, 0, 0, 0, 0, 21, 0, 41, 0, 62
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\procedures\observable_procedure_map.d.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 23, 0, 35
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\procedures\observable_procedure_model.d.ts", "TypeScript", 0, 0, 0, 0, 0, 26, 0, 49, 0, 75
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\procedures\update_procedures.d.ts", "TypeScript", 0, 0, 0, 0, 0, 2, 0, 11, 0, 13
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\registry.d.ts", "TypeScript", 0, 0, 0, 0, 0, 48, 0, 100, 0, 148
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\rendered_connection.d.ts", "TypeScript", 0, 0, 0, 0, 0, 49, 0, 164, 0, 213
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\common\block_rendering.d.ts", "TypeScript", 0, 0, 0, 0, 0, 67, 0, 38, 0, 105
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\common\constants.d.ts", "TypeScript", 0, 0, 0, 0, 0, 179, 0, 313, 0, 492
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\common\debug.d.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 29, 0, 32
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\common\debugger.d.ts", "TypeScript", 0, 0, 0, 0, 0, 34, 0, 97, 0, 131
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\common\drawer.d.ts", "TypeScript", 0, 0, 0, 0, 0, 37, 0, 108, 0, 145
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\common\i_path_object.d.ts", "TypeScript", 0, 0, 0, 0, 0, 24, 0, 114, 0, 138
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\common\info.d.ts", "TypeScript", 0, 0, 0, 0, 0, 55, 0, 156, 0, 211
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\common\marker_svg.d.ts", "TypeScript", 0, 0, 0, 0, 0, 54, 0, 197, 0, 251
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\common\path_object.d.ts", "TypeScript", 0, 0, 0, 0, 0, 30, 0, 136, 0, 166
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\common\renderer.d.ts", "TypeScript", 0, 0, 0, 0, 0, 38, 0, 140, 0, 178
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\geras\constants.d.ts", "TypeScript", 0, 0, 0, 0, 0, 9, 0, 18, 0, 27
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\geras\drawer.d.ts", "TypeScript", 0, 0, 0, 0, 0, 25, 0, 21, 0, 46
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\geras\geras.d.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 2, 0, 12
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\geras\highlight_constants.d.ts", "TypeScript", 0, 0, 0, 0, 0, 48, 0, 63, 0, 111
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\geras\highlighter.d.ts", "TypeScript", 0, 0, 0, 0, 0, 32, 0, 77, 0, 109
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\geras\info.d.ts", "TypeScript", 0, 0, 0, 0, 0, 22, 0, 26, 0, 48
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\geras\measurables\inline_input.d.ts", "TypeScript", 0, 0, 0, 0, 0, 8, 0, 17, 0, 25
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\geras\measurables\statement_input.d.ts", "TypeScript", 0, 0, 0, 0, 0, 8, 0, 17, 0, 25
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\geras\path_object.d.ts", "TypeScript", 0, 0, 0, 0, 0, 19, 0, 31, 0, 50
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\geras\renderer.d.ts", "TypeScript", 0, 0, 0, 0, 0, 23, 0, 56, 0, 79
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\measurables\base.d.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 18, 0, 29
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\measurables\bottom_row.d.ts", "TypeScript", 0, 0, 0, 0, 0, 16, 0, 51, 0, 67
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\measurables\connection.d.ts", "TypeScript", 0, 0, 0, 0, 0, 9, 0, 18, 0, 27
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\measurables\external_value_input.d.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 17, 0, 28
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\measurables\field.d.ts", "TypeScript", 0, 0, 0, 0, 0, 13, 0, 18, 0, 31
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\measurables\hat.d.ts", "TypeScript", 0, 0, 0, 0, 0, 6, 0, 16, 0, 22
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\measurables\icon.d.ts", "TypeScript", 0, 0, 0, 0, 0, 9, 0, 20, 0, 29
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\measurables\in_row_spacer.d.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 17, 0, 22
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\measurables\inline_input.d.ts", "TypeScript", 0, 0, 0, 0, 0, 8, 0, 17, 0, 25
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\measurables\input_connection.d.ts", "TypeScript", 0, 0, 0, 0, 0, 14, 0, 17, 0, 31
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\measurables\input_row.d.ts", "TypeScript", 0, 0, 0, 0, 0, 8, 0, 25, 0, 33
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\measurables\jagged_edge.d.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 16, 0, 21
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\measurables\next_connection.d.ts", "TypeScript", 0, 0, 0, 0, 0, 6, 0, 18, 0, 24
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\measurables\output_connection.d.ts", "TypeScript", 0, 0, 0, 0, 0, 9, 0, 18, 0, 27
"c:\xampp\htdocs\Blockimino\Libraries\LibreriasBlocklyOficial\core\renderers\measurables\previous_connection.d.ts", "TypeScript", 0, 0, 0, 0, 0, 6, 0, 18, 0, 24
